Time [s],Heating [W],Observed T [K]
4536,3.4686,1.9451
4540,3.4686,1.9458
4544,3.4686,1.9451
4548,3.4687,1.9451
4552,3.4685,1.9451
4556,3.4685,1.9451
4560,3.4686,1.9451
4564,3.4687,1.9458
4568,3.4687,1.9458
4572,3.4687,1.9451
4576,3.4687,1.9451
4580,3.4686,1.9451
4584,3.4685,1.9451
4588,3.4686,1.9451
4592,3.4688,1.9458
4596,3.4688,1.9451
4600,3.4687,1.9451
4604,3.4686,1.9458
4608,3.4686,1.9458
4612,3.4686,1.9451
4616,3.4685,1.9458
4620,3.4686,1.9458
4624,3.4687,1.9451
4628,3.4686,1.9458
4632,3.4686,1.9458
4636,3.4687,1.9451
4640,3.4686,1.9455
4644,3.4686,1.9458
4648,3.4686,1.9451
4652,3.4685,1.9451
4656,3.4685,1.9458
4660,3.4685,1.9464
4664,3.4685,1.9458
4668,3.4686,1.9451
4672,3.4685,1.9458
4676,3.4686,1.9458
4680,3.4687,1.9458
4684,3.4686,1.9458
4688,3.4686,1.9458
4692,3.4686,1.9458
4696,3.4687,1.9458
4700,3.4686,1.9464
4704,3.4686,1.9451
4708,3.4687,1.9458
4712,3.4688,1.9458
4716,3.4688,1.9458
4720,3.4688,1.9464
4724,3.4687,1.9458
4728,3.4687,1.9458
4732,3.4689,1.9458
4736,3.4689,1.9458
4740,3.4688,1.9464
4744,3.4688,1.9464
4748,3.4687,1.9464
4752,3.4687,1.9461
4756,3.4688,1.9471
4760,3.4689,1.9464
4764,3.4689,1.9464
4768,3.469,1.9458
4772,3.4691,1.9464
4776,3.469,1.9458
4780,3.469,1.9458
4784,3.469,1.9458
4788,3.4691,1.9458
4792,3.4691,1.9458
4796,3.4691,1.9461
4800,3.4689,1.9464
4804,3.4691,1.9458
4808,3.469,1.9464
4812,3.469,1.9464
4816,3.4689,1.9458
4820,3.4689,1.9464
4824,3.4689,1.9464
4828,3.4689,1.9458
4832,3.4688,1.9464
4836,3.4688,1.9458
4840,3.4689,1.9458
4844,3.4688,1.9458
4848,3.4687,1.9458
4852,3.4689,1.9458
4856,3.4688,1.9458
4860,3.4688,1.9458
4864,3.4688,1.9458
4868,3.4687,1.9458
4872,3.4688,1.9458
4876,3.469,1.9458
4880,3.469,1.9458
4884,3.469,1.9458
4888,3.4689,1.9458
4892,3.4688,1.9458
4896,3.4688,1.9458
4900,3.4688,1.9458
4904,3.4689,1.9458
4908,3.4687,1.9451
4912,3.4688,1.9458
4916,3.4688,1.9458
4920,3.4687,1.9451
4924,3.4689,1.9458
4928,3.4687,1.9458
4932,3.4687,1.9458
4936,3.4688,1.9451
4940,3.4687,1.9451
4944,3.4686,1.9451
4948,3.4686,1.9458
4952,3.4686,1.9451
4956,3.4686,1.9458
4960,3.4686,1.9458
4964,3.4685,1.9458
4968,3.4684,1.9451
4972,3.4684,1.9451
4976,3.4685,1.9458
4980,3.4686,1.9458
4984,3.4687,1.9458
4988,3.4687,1.9458
4992,3.4686,1.9458
4996,3.4687,1.9458
5000,3.4686,1.9458
5004,3.4686,1.9458
5008,3.4686,1.9458
5012,3.4686,1.9451
5016,3.4685,1.9451
5020,3.4686,1.9458
5024,3.4686,1.9451
5028,3.4686,1.9451
5032,3.4686,1.9451
5036,3.4686,1.9451
5040,3.4684,1.9458
5044,3.4685,1.9458
5048,3.4685,1.9458
5052,3.4685,1.9451
5056,3.4684,1.9451
5060,3.4685,1.9458
5064,3.4686,1.9458
5068,3.4686,1.9458
5072,3.4686,1.9451
5076,3.4685,1.9458
5080,3.4686,1.9451
5084,3.4686,1.9451
5088,3.4686,1.9458
5092,3.4686,1.9458
5096,3.4687,1.9458
5100,3.4688,1.9458
5104,3.4687,1.9458
5108,3.4686,1.9458
5112,3.4685,1.9458
5116,3.4685,1.9451
5120,3.4687,1.9458
5124,3.4687,1.9451
5128,3.4688,1.9458
5132,3.4687,1.9451
5136,3.4687,1.9458
5140,3.4687,1.9458
5144,3.4688,1.9458
5148,3.4689,1.9458
5152,3.4689,1.9458
5156,3.4689,1.9458
5160,3.4689,1.9458
5164,3.469,1.9464
5168,3.4691,1.9464
5172,3.4689,1.9458
5176,3.4691,1.9464
5180,3.4689,1.9458
5184,3.4688,1.9458
5188,3.4689,1.9464
5192,3.4688,1.9464
5196,3.4687,1.9464
5200,3.4688,1.9464
5204,3.4689,1.9464
5208,3.4688,1.9464
5212,3.4688,1.9464
5216,3.4689,1.9464
5220,3.4689,1.9464
5224,3.469,1.9464
5228,3.4692,1.9464
5232,3.4691,1.9471
5236,3.469,1.9464
5240,3.469,1.9464
5244,3.4691,1.9464
5248,3.469,1.9464
5252,3.469,1.9464
5256,3.4689,1.9464
5260,3.4691,1.9464
5264,3.4692,1.9464
5268,3.4691,1.9464
5272,3.4689,1.9464
5276,3.469,1.9458
5280,3.4689,1.9458
5284,3.4689,1.9464
5288,3.469,1.9458
5292,3.4689,1.9458
5296,3.469,1.9464
5300,3.4689,1.9464
5304,3.4689,1.9464
5308,3.4689,1.9458
5312,3.469,1.9458
5316,3.469,1.9458
5320,3.469,1.9458
5324,3.4689,1.9458
5328,3.4689,1.9458
5332,3.4689,1.9458
5336,3.4689,1.9458
5340,3.4688,1.9464
5344,3.4687,1.9458
5348,3.4687,1.9458
5352,3.4687,1.9458
5356,3.4686,1.9458
5360,3.4687,1.9458
5364,3.4687,1.9458
5368,3.4687,1.9458
5372,3.4689,1.9458
5376,3.4689,1.9458
5380,3.4689,1.9458
5384,3.4687,1.9458
5388,3.4686,1.9464
5392,3.4686,1.9458
5396,3.4688,1.9451
5400,3.4688,1.9458
5404,3.4688,1.9458
5408,3.469,1.9451
5412,3.4689,1.9458
5416,3.4689,1.9458
5420,3.469,1.9451
5424,3.4689,1.9458
5428,3.4688,1.9458
5432,3.4688,1.9458
5436,3.4688,1.9451
5440,3.4688,1.9458
5444,3.4688,1.9458
5448,3.4687,1.9458
5452,3.4687,1.9458
5456,3.4687,1.9458
5460,3.4687,1.9464
5464,3.4687,1.9458
5468,3.4689,1.9458
5472,3.4688,1.9451
5476,3.4687,1.9458
5480,3.4687,1.9458
5484,3.4687,1.9458
5488,3.4687,1.9458
5492,3.4685,1.9458
5496,3.4686,1.9458
5500,3.4687,1.9455
5504,3.4687,1.9451
5508,3.4686,1.9458
5512,3.4687,1.9458
5516,3.4687,1.9458
5520,3.4686,1.9451
5524,3.4686,1.9451
5528,3.4686,1.9451
5532,3.4686,1.9458
5536,3.4685,1.9458
5540,3.4686,1.9458
5544,3.4686,1.9458
5548,3.4684,1.9458
5552,3.4685,1.9451
5556,3.4685,1.9451
5560,3.4685,1.9458
5564,3.4685,1.9451
5568,3.4686,1.9458
5572,3.4687,1.9458
5576,3.4687,1.9464
5580,3.4687,1.9458
5584,3.4687,1.9458
5588,3.4687,1.9458
5592,3.4688,1.9458
5596,3.4687,1.9451
5600,3.4687,1.9458
5604,3.4688,1.9458
5608,3.4686,1.9458
5612,3.4688,1.9458
5616,3.4688,1.9464
5620,3.4686,1.9464
5624,3.4687,1.9458
5628,3.4688,1.9458
5632,3.4688,1.9458
5636,3.4688,1.9464
5640,3.4688,1.9458
5644,3.4687,1.9464
5648,3.4689,1.9464
5652,3.4689,1.9458
5656,3.4689,1.9458
5660,3.4689,1.9464
5664,3.4689,1.9458
5668,3.469,1.9464
5672,3.4691,1.9458
5676,3.4691,1.9464
5680,3.469,1.9464
5684,3.4691,1.9464
5688,3.4691,1.9464
5692,3.469,1.9458
5696,3.469,1.9464
5700,3.4691,1.9458
5704,3.4692,1.9458
5708,3.4692,1.9464
5712,3.4692,1.9458
5716,3.469,1.9458
5720,3.4691,1.9458
5724,3.4692,1.9458
5728,3.4691,1.9464
5732,3.4692,1.9464
5736,3.4692,1.9458
5740,3.4691,1.9458
5744,3.4691,1.9458
5748,3.469,1.9458
5752,3.4689,1.9458
5756,3.469,1.9458
5760,3.4689,1.9458
5764,3.4689,1.9461
5768,3.469,1.9458
5772,3.4691,1.9458
5776,3.469,1.9451
5780,3.469,1.9451
5784,3.4689,1.9451
5788,3.4688,1.9458
5792,3.469,1.9451
5796,3.4688,1.9451
5800,3.4687,1.9458
5804,3.4688,1.9458
5808,3.4688,1.9451
5812,3.4687,1.9458
5816,3.4689,1.9458
5820,3.4688,1.9451
5824,3.4687,1.9451
5828,3.4687,1.9458
5832,3.4686,1.9451
5836,3.4685,1.9451
5840,3.4687,1.9451
5844,3.4687,1.9451
5848,3.4687,1.9451
5852,3.4688,1.9451
5856,3.4687,1.9451
5860,3.4687,1.9451
5864,3.4687,1.9458
5868,3.4688,1.9451
5872,3.4687,1.9451
5876,3.4687,1.9451
5880,3.4687,1.9451
5884,3.4687,1.9451
5888,3.4688,1.9451
5892,3.4689,1.9451
5896,3.4687,1.9451
5900,3.4687,1.9451
5904,3.4687,1.9451
5908,3.4687,1.9451
5912,3.4687,1.9451
5916,3.4687,1.9451
5920,3.4685,1.9451
5924,3.4687,1.9451
5928,3.4687,1.9451
5932,3.4685,1.9451
5936,3.4685,1.9451
5940,3.4685,1.9451
5944,3.4684,1.9451
5948,3.4684,1.9451
5952,3.4686,1.9445
5956,3.4687,1.9445
5960,3.4686,1.9451
5964,3.4686,1.9451
5968,3.4686,1.9451
5972,3.4685,1.9451
5976,3.4687,1.9451
5980,3.4687,1.9451
5984,3.4686,1.9451
5988,3.4684,1.9458
5992,3.4684,1.9451
5996,3.4686,1.9451
6000,3.4687,1.9451
6004,3.4688,1.9451
6008,3.4687,1.9458
6012,3.4685,1.9458
6016,3.4685,1.9451
6020,3.4685,1.9451
6024,3.4686,1.9451
6028,3.4685,1.9458
6032,3.4684,1.9451
6036,3.4684,1.9451
6040,3.4684,1.9451
6044,3.4685,1.9451
6048,3.4687,1.9458
6052,3.4686,1.9458
6056,3.4685,1.9451
6060,3.4685,1.9458
6064,3.4685,1.9451
6068,3.4684,1.9451
6072,3.4684,1.9458
6076,3.4684,1.9458
6080,3.4687,1.9451
6084,3.4687,1.9458
6088,3.4687,1.9458
6092,3.4688,1.9451
6096,3.4688,1.9458
6100,3.4688,1.9458
6104,3.4688,1.9458
6108,3.4688,1.9458
6112,3.4688,1.9458
6116,3.4689,1.9458
6120,3.4688,1.9458
6124,3.4687,1.9458
6128,3.4688,1.9458
6132,3.4689,1.9458
6136,3.4689,1.9458
6140,3.469,1.9458
6144,3.4691,1.9458
6148,3.4689,1.9458
6152,3.469,1.9464
6156,3.469,1.9464
6160,3.469,1.9458
6164,3.4688,1.9451
6168,3.4688,1.9451
6172,3.469,1.9458
6176,3.469,1.9458
6180,3.4689,1.9458
6184,3.4689,1.9458
6188,3.4689,1.9451
6192,3.469,1.9458
6196,3.469,1.9458
6200,3.4691,1.9458
6204,3.4692,1.9458
6208,3.4692,1.9458
6212,3.4691,1.9451
6216,3.4691,1.9458
6220,3.4691,1.9451
6224,3.469,1.9451
6228,3.4691,1.9451
6232,3.4691,1.9451
6236,3.4689,1.9451
6240,3.4688,1.9458
6244,3.4687,1.9451
6248,3.4688,1.9451
6252,3.4689,1.9451
6256,3.4689,1.9451
6260,3.4689,1.9451
6264,3.4687,1.9451
6268,3.4688,1.9451
6272,3.4689,1.9451
6276,3.469,1.9451
6280,3.4689,1.9451
6284,3.4687,1.9458
6288,3.4687,1.9451
6292,3.4688,1.9451
6296,3.4687,1.9451
6300,3.4687,1.9451
6304,3.4688,1.9451
6308,3.4688,1.9445
6312,3.4689,1.9451
6316,3.4687,1.9451
6320,3.4688,1.9451
6324,3.4687,1.9451
6328,3.4685,1.9451
6332,3.4685,1.9451
6336,3.4685,1.9451
6340,3.4686,1.9458
6344,3.4686,1.9451
6348,3.4687,1.9451
6352,3.4687,1.9445
6356,3.4686,1.9451
6360,3.4687,1.9445
6364,3.4687,1.9451
6368,3.4687,1.9451
6372,3.4688,1.9451
6376,3.4687,1.9445
6380,3.4686,1.9445
6384,3.4687,1.9451
6388,3.4686,1.9451
6392,3.4684,1.9451
6396,3.4686,1.9451
6400,3.4685,1.9451
6404,3.4686,1.9451
6408,3.4687,1.9451
6412,3.4687,1.9451
6416,3.4686,1.9451
6420,3.4685,1.9451
6424,3.4684,1.9451
6428,3.4686,1.9451
6432,3.4688,1.9451
6436,3.4687,1.9451
6440,3.4688,1.9451
6444,3.4688,1.9445
6448,3.4687,1.9445
6452,3.4686,1.9458
6456,3.4686,1.9451
6460,3.4685,1.9451
6464,3.4686,1.9451
6468,3.4686,1.9451
6472,3.4687,1.9451
6476,3.4687,1.9445
6480,3.4687,1.9451
6484,3.4686,1.9451
6488,3.4686,1.9451
6492,3.4687,1.9451
6496,3.4687,1.9451
6500,3.4687,1.9451
6504,3.4687,1.9451
6508,3.4689,1.9451
6512,3.4687,1.9451
6516,3.4687,1.9451
6520,3.4687,1.9451
6524,3.4687,1.9451
6528,3.4687,1.9451
6532,3.4688,1.9451
6536,3.4688,1.9451
6540,3.4688,1.9451
6544,3.4688,1.9451
6548,3.4687,1.9458
6552,3.4688,1.9458
6556,3.4688,1.9458
6560,3.4688,1.9451
6564,3.4688,1.9451
6568,3.469,1.9451
6572,3.4689,1.9451
6576,3.4689,1.9451
6580,3.4689,1.9451
6584,3.469,1.9455
6588,3.4691,1.9451
6592,3.4691,1.9458
6596,3.469,1.9458
6600,3.4691,1.9458
6604,3.4691,1.9458
6608,3.4691,1.9451
6612,3.4692,1.9458
6616,3.4692,1.9458
6620,3.4691,1.9451
6624,3.4692,1.9451
6628,3.4691,1.9458
6632,3.4691,1.9455
6636,3.4691,1.9451
6640,3.469,1.9451
6644,3.4689,1.9448
6648,3.4689,1.9451
6652,3.469,1.9451
6656,3.4689,1.9451
6660,3.469,1.9445
6664,3.4689,1.9445
6668,3.4689,1.9451
6672,3.4689,1.9451
6676,3.469,1.9451
6680,3.4689,1.9451
6684,3.4689,1.9445
6688,3.4689,1.9445
6692,3.4689,1.9445
6696,3.4689,1.9445
6700,3.469,1.9445
6704,3.4689,1.9445
6708,3.4689,1.9451
6712,3.4689,1.9445
6716,3.4688,1.9445
6720,3.4687,1.9445
6724,3.4687,1.9445
6728,3.4686,1.9445
6732,3.4687,1.9445
6736,3.4687,1.9445
6740,3.4688,1.9445
6744,3.4687,1.9445
6748,3.4687,1.9451
6752,3.4687,1.9439
6756,3.4687,1.9439
6760,3.4688,1.9445
6764,3.4687,1.9445
6768,3.4688,1.9445
6772,3.4688,1.9445
6776,3.4688,1.9445
6780,3.4688,1.9439
6784,3.4687,1.9445
6788,3.4687,1.9445
6792,3.4687,1.9439
6796,3.4687,1.9445
6800,3.4686,1.9442
6804,3.4686,1.9445
6808,3.4687,1.9445
6812,3.4687,1.9445
6816,3.4686,1.9445
6820,3.4685,1.9445
6824,3.4684,1.9445
6828,3.4686,1.9439
6832,3.4687,1.9445
6836,3.4686,1.9445
6840,3.4687,1.9445
6844,3.4688,1.9445
6848,3.4688,1.9451
6852,3.4686,1.9439
6856,3.4685,1.9445
6860,3.4687,1.9445
6864,3.4688,1.9445
6868,3.4687,1.9445
6872,3.4686,1.9445
6876,3.4685,1.9445
6880,3.4685,1.9445
6884,3.4685,1.9451
6888,3.4684,1.9445
6892,3.4685,1.9439
6896,3.4686,1.9451
6900,3.4685,1.9445
6904,3.4685,1.9445
6908,3.4685,1.9445
6912,3.4684,1.9439
6916,3.4684,1.9445
6920,3.4685,1.9445
6924,3.4685,1.9445
6928,3.4685,1.9445
6932,3.4685,1.9445
6936,3.4685,1.9445
6940,3.4685,1.9451
6944,3.4686,1.9445
6948,3.4686,1.9445
6952,3.4686,1.9445
6956,3.4685,1.9445
6960,3.4687,1.9445
6964,3.4688,1.9445
6968,3.4688,1.9439
6972,3.4686,1.9445
6976,3.4687,1.9445
6980,3.4687,1.9445
6984,3.4686,1.9451
6988,3.4685,1.9445
6992,3.4685,1.9445
6996,3.4685,1.9451
7000,3.4687,1.9445
7004,3.4688,1.9451
7008,3.4687,1.9451
7012,3.4689,1.9445
7016,3.4689,1.9445
7020,3.4689,1.9445
7024,3.469,1.9451
7028,3.4689,1.9451
7032,3.4691,1.9445
7036,3.4691,1.9445
7040,3.469,1.9451
7044,3.4689,1.9445
7048,3.4689,1.9451
7052,3.4691,1.9445
7056,3.4689,1.9451
7060,3.4689,1.9448
7064,3.469,1.9445
7068,3.4688,1.9445
7072,3.4687,1.9445
7076,3.4687,1.9451
7080,3.4687,1.9445
7084,3.4688,1.9445
7088,3.4688,1.9445
7092,3.4688,1.9445
7096,3.4689,1.9445
7100,3.4689,1.9445
7104,3.4689,1.9445
7108,3.4689,1.9445
7112,3.469,1.9442
7116,3.4689,1.9445
7120,3.4689,1.9445
7124,3.4689,1.9439
7128,3.4688,1.9445
7132,3.4689,1.9445
7136,3.469,1.9439
7140,3.469,1.9445
7144,3.4689,1.9439
7148,3.4688,1.9445
7152,3.4686,1.9439
7156,3.4687,1.9439
7160,3.4688,1.9445
7164,3.4688,1.9439
7168,3.4687,1.9439
7172,3.4687,1.9439
7176,3.4686,1.9439
7180,3.4687,1.9439
7184,3.4686,1.9445
7188,3.4686,1.9445
7192,3.4687,1.9439
7196,3.4688,1.9439
7200,3.4688,1.9439
7204,3.4688,1.9445
7208,3.4688,1.9439
7212,3.4687,1.9439
7216,3.4688,1.9439
7220,3.4689,1.9445
7224,3.4688,1.9445
7228,3.4687,1.9445
7232,3.4687,1.9439
7236,3.4687,1.9445
7240,3.4685,1.9445
7244,3.4687,1.9439
7248,3.4687,1.9439
7252,3.4687,1.9445
7256,3.4688,1.9445
7260,3.4688,1.9439
7264,3.4688,1.9439
7268,3.4689,1.9439
7272,3.4687,1.9439
7276,3.4686,1.9439
7280,3.4687,1.9445
7284,3.4686,1.9439
7288,3.4688,1.9432
7292,3.4689,1.9445
7296,3.4688,1.9439
7300,3.4687,1.9445
7304,3.4687,1.9445
7308,3.4686,1.9445
7312,3.4687,1.9432
7316,3.4687,1.9436
7320,3.4687,1.9439
7324,3.4687,1.9445
7328,3.4687,1.9439
7332,3.4686,1.9445
7336,3.4687,1.9439
7340,3.4688,1.9439
7344,3.4687,1.9445
7348,3.4686,1.9439
7352,3.4686,1.9439
7356,3.4684,1.9445
7360,3.4684,1.9439
7364,3.4684,1.9439
7368,3.4683,1.9445
7372,3.4684,1.9439
7376,3.4685,1.9439
7380,3.4684,1.9445
7384,3.4685,1.9445
7388,3.4685,1.9439
7392,3.4685,1.9445
7396,3.4687,1.9439
7400,3.4688,1.9445
7404,3.4687,1.9445
7408,3.4688,1.9445
7412,3.4688,1.9451
7416,3.4687,1.9445
7420,3.4687,1.9445
7424,3.4688,1.9451
7428,3.4687,1.9451
7432,3.4687,1.9445
7436,3.4686,1.9445
7440,3.4687,1.9439
7444,3.4687,1.9445
7448,3.4688,1.9451
7452,3.4688,1.9445
7456,3.4689,1.9445
7460,3.4689,1.9445
7464,3.4688,1.9451
7468,3.4689,1.9451
7472,3.4689,1.9451
7476,3.4688,1.9445
7480,3.469,1.9445
7484,3.469,1.9451
7488,3.469,1.9445
7492,3.4691,1.9451
7496,3.4691,1.9445
7500,3.469,1.9451
7504,3.469,1.9451
7508,3.469,1.9445
7512,3.469,1.9445
7516,3.469,1.9451
7520,3.4689,1.9445
7524,3.469,1.9445
7528,3.4689,1.9445
7532,3.469,1.9445
7536,3.4688,1.9445
7540,3.4688,1.9445
7544,3.4688,1.9445
7548,3.469,1.9451
7552,3.4689,1.9439
7556,3.4689,1.9445
7560,3.469,1.9445
7564,3.4692,1.9445
7568,3.4693,1.9445
7572,3.4692,1.9445
7576,3.4691,1.9445
7580,3.4692,1.9439
7584,3.4691,1.9445
7588,3.4689,1.9439
7592,3.4689,1.9445
7596,3.469,1.9439
7600,3.4689,1.9442
7604,3.4689,1.9445
7608,3.4688,1.9445
7612,3.4689,1.9445
7616,3.469,1.9445
7620,3.469,1.9445
7624,3.469,1.9442
7628,3.4689,1.9439
7632,3.4689,1.9439
7636,3.4689,1.9445
7640,3.469,1.9445
7644,3.469,1.9445
7648,3.4689,1.9439
7652,3.469,1.9439
7656,3.4688,1.9439
7660,3.4688,1.9445
7664,3.4689,1.9445
7668,3.4689,1.9439
7672,3.4688,1.9445
7676,3.4689,1.9439
7680,3.4688,1.9439
7684,3.4687,1.9439
7688,3.4687,1.9439
7692,3.4687,1.9439
7696,3.4686,1.9445
7700,3.4686,1.9439
7704,3.4688,1.9445
7708,3.4688,1.9442
7712,3.4689,1.9432
7716,3.4689,1.9439
7720,3.4688,1.9439
7724,3.4688,1.9445
7728,3.4688,1.9439
7732,3.4687,1.9445
7736,3.4688,1.9439
7740,3.4688,1.9439
7744,3.4687,1.9451
7748,3.4687,1.9439
7752,3.4687,1.9445
7756,3.4686,1.9439
7760,3.4687,1.9445
7764,3.4687,1.9439
7768,3.4687,1.9445
7772,3.4687,1.9445
7776,3.4686,1.9439
7780,3.4686,1.9445
7784,3.4686,1.9439
7788,3.4686,1.9439
7792,3.4685,1.9439
7796,3.4686,1.9439
7800,3.4686,1.9445
7804,3.4687,1.9445
7808,3.4688,1.9439
7812,3.4687,1.9442
7816,3.4686,1.9439
7820,3.4686,1.9439
7824,3.4687,1.9445
7828,3.4685,1.9439
7832,3.4686,1.9445
7836,3.4686,1.9445
7840,3.4685,1.9445
7844,3.4687,1.9445
7848,3.4688,1.9445
7852,3.4687,1.9445
7856,3.4686,1.9445
7860,3.4685,1.9445
7864,3.4686,1.9445
7868,3.4685,1.9445
7872,3.4685,1.9445
7876,3.4684,1.9445
7880,3.4687,1.9445
7884,3.4687,1.9445
7888,3.4687,1.9445
7892,3.4687,1.9445
7896,3.4686,1.9445
7900,3.4685,1.9445
7904,3.4688,1.9445
7908,3.4686,1.9451
7912,3.4685,1.9445
7916,3.4687,1.9451
7920,3.4687,1.9451
7924,3.4687,1.9445
7928,3.4687,1.9445
7932,3.4688,1.9445
7936,3.4688,1.9445
7940,3.469,1.9439
7944,3.4689,1.9451
7948,3.4688,1.9445
7952,3.4688,1.9445
7956,3.4688,1.9445
7960,3.4689,1.9445
7964,3.4688,1.9451
7968,3.469,1.9445
7972,3.4688,1.9451
7976,3.4688,1.9451
7980,3.4689,1.9451
7984,3.4688,1.9451
7988,3.4688,1.9445
7992,3.4689,1.9445
7996,3.469,1.9445
8000,3.469,1.9445
8004,3.4689,1.9451
8008,3.4689,1.9451
8012,3.469,1.9445
8016,3.4689,1.9445
8020,3.4689,1.9451
8024,3.4689,1.9445
8028,3.4691,1.9445
8032,3.469,1.9445
8036,3.4691,1.9445
8040,3.4692,1.9445
8044,3.4691,1.9445
8048,3.4692,1.9445
8052,3.4693,1.9451
8056,3.4693,1.9445
8060,3.469,1.9445
8064,3.4689,1.9445
8068,3.4689,1.9445
8072,3.469,1.9439
8076,3.4689,1.9439
8080,3.4688,1.9445
8084,3.4688,1.9445
8088,3.4689,1.9439
8092,3.4691,1.9445
8096,3.4691,1.9445
8100,3.469,1.9439
8104,3.4689,1.9445
8108,3.4689,1.9439
8112,3.4689,1.9439
8116,3.469,1.9445
8120,3.4689,1.9445
8124,3.4689,1.9439
8128,3.4689,1.9439
8132,3.4688,1.9445
8136,3.4688,1.9439
8140,3.4687,1.9439
8144,3.4687,1.9445
8148,3.4687,1.9439
8152,3.4687,1.9445
8156,3.4688,1.9445
8160,3.4687,1.9445
8164,3.4687,1.9439
8168,3.4688,1.9439
8172,3.4689,1.9439
8176,3.4688,1.9439
8180,3.4687,1.9439
8184,3.4687,1.9445
8188,3.4687,1.9439
8192,3.4687,1.9439
8196,3.4689,1.9445
8200,3.4688,1.9439
8204,3.4687,1.9439
8208,3.4688,1.9439
8212,3.4688,1.9439
8216,3.4688,1.9442
8220,3.4688,1.9445
8224,3.4686,1.9439
8228,3.4685,1.9439
8232,3.4685,1.9439
8236,3.4686,1.9445
8240,3.4686,1.9445
8244,3.4685,1.9445
8248,3.4685,1.9439
8252,3.4685,1.9445
8256,3.4685,1.9445
8260,3.4685,1.9439
8264,3.4685,1.9439
8268,3.4685,1.9445
8272,3.4686,1.9445
8276,3.4685,1.9445
8280,3.4686,1.9445
8284,3.4685,1.9439
8288,3.4685,1.9445
8292,3.4684,1.9442
8296,3.4685,1.9439
8300,3.4686,1.9445
8304,3.4687,1.9445
8308,3.4685,1.9445
8312,3.4685,1.9445
8316,3.4685,1.9445
8320,3.4685,1.9445
8324,3.4685,1.9445
8328,3.4687,1.9445
8332,3.4686,1.9445
8336,3.4686,1.9439
8340,3.4687,1.9439
8344,3.4687,1.9445
8348,3.4687,1.9445
8352,3.4688,1.9445
8356,3.4687,1.9445
8360,3.4686,1.9451
8364,3.4686,1.9445
8368,3.4685,1.9445
8372,3.4686,1.9445
8376,3.4687,1.9445
8380,3.4686,1.9445
8384,3.4688,1.9451
8388,3.4689,1.9451
8392,3.4688,1.9451
8396,3.4688,1.9451
8400,3.4689,1.9451
8404,3.4689,1.9445
8408,3.4687,1.9451
8412,3.4687,1.9445
8416,3.4688,1.9445
8420,3.4688,1.9451
8424,3.4689,1.9451
8428,3.4689,1.9451
8432,3.4689,1.9451
8436,3.469,1.9451
8440,3.4689,1.9448
8444,3.4688,1.9451
8448,3.469,1.9451
8452,3.469,1.9451
8456,3.469,1.9451
8460,3.469,1.9451
8464,3.469,1.9451
8468,3.4689,1.9451
8472,3.4689,1.9445
8476,3.469,1.9451
8480,3.4691,1.9451
8484,3.4691,1.9451
8488,3.4692,1.9451
8492,3.4691,1.9445
8496,3.469,1.9445
8500,3.4689,1.9451
8504,3.4688,1.9445
8508,3.469,1.9445
8512,3.4691,1.9445
8516,3.4688,1.9445
8520,3.4689,1.9445
8524,3.4691,1.9445
8528,3.4689,1.9439
8532,3.4689,1.9445
8536,3.469,1.9445
8540,3.469,1.9445
8544,3.469,1.9439
8548,3.4689,1.9439
8552,3.4688,1.9445
8556,3.4689,1.9445
8560,3.4688,1.9445
8564,3.4686,1.9445
8568,3.4687,1.9445
8572,3.4688,1.9439
8576,3.4686,1.9439
8580,3.4685,1.9445
8584,3.4686,1.9448
8588,3.4687,1.9445
8592,3.4686,1.9439
8596,3.4687,1.9445
8600,3.4685,1.9439
8604,3.4684,1.9445
8608,3.4686,1.9439
8612,3.4686,1.9451
8616,3.4687,1.9445
8620,3.4688,1.9445
8624,3.4688,1.9445
8628,3.4688,1.9439
8632,3.4689,1.9445
8636,3.4686,1.9439
8640,3.4688,1.9439
8644,3.4688,1.9445
8648,3.4687,1.9445
8652,3.4686,1.9439
8656,3.4687,1.9445
8660,3.4687,1.9439
8664,3.4687,1.9445
8668,3.4686,1.9445
8672,3.4685,1.9445
8676,3.4686,1.9445
8680,3.4686,1.9445
8684,3.4686,1.9445
8688,3.4686,1.9442
8692,3.4686,1.9445
8696,3.4686,1.9445
8700,3.4687,1.9445
8704,3.4688,1.9445
8708,3.4688,1.9439
8712,3.4688,1.9445
8716,3.4687,1.9451
8720,3.4685,1.9445
8724,3.4685,1.9445
8728,3.4686,1.9451
8732,3.4687,1.9451
8736,3.4688,1.9445
8740,3.4688,1.9445
8744,3.4686,1.9445
8748,3.4686,1.9445
8752,3.4686,1.9448
8756,3.4685,1.9445
8760,3.4686,1.9451
8764,3.4687,1.9445
8768,3.4687,1.9451
8772,3.4687,1.9445
8776,3.4688,1.9445
8780,3.4688,1.9445
8784,3.4686,1.9448
8788,3.4687,1.9445
8792,3.4688,1.9445
8796,3.4688,1.9445
8800,3.4687,1.9445
8804,3.4689,1.9451
8808,3.4689,1.9448
8812,3.4688,1.9445
8816,3.4688,1.9445
8820,3.4689,1.9451
8824,3.469,1.9451
8828,3.4688,1.9445
8832,3.4689,1.9445
8836,3.4691,1.9451
8840,3.4691,1.9451
8844,3.469,1.9451
8848,3.469,1.9451
8852,3.4691,1.9451
8856,3.4691,1.9451
8860,3.4691,1.9451
8864,3.469,1.9451
