Time [s],Heating [W],Observed T [K]
4336,3.469,0.26508
4340,3.469,0.26571
4344,3.4689,0.26636
4348,3.4688,0.26636
4352,3.4688,0.26571
4356,3.4688,0.26636
4360,3.469,0.26636
4364,3.469,0.26698
4368,3.4691,0.2673
4372,3.4691,0.26761
4376,3.4691,0.26761
4380,3.469,0.26826
4384,3.4688,0.26826
4388,3.4688,0.26888
4392,3.4689,0.26826
4396,3.4689,0.26888
4400,3.4687,0.26953
4404,3.4688,0.27015
4408,3.4689,0.27015
4412,3.4689,0.27015
4416,3.4687,0.27015
4420,3.4687,0.27078
4424,3.4688,0.27078
4428,3.4689,0.27143
4432,3.469,0.27143
4436,3.4688,0.27143
4440,3.4689,0.27205
4444,3.4688,0.27205
4448,3.4688,0.27205
4452,3.4688,0.27205
4456,3.4687,0.2727
4460,3.4687,0.27205
4464,3.4687,0.27332
4468,3.4688,0.27332
4472,3.4688,0.27395
4476,3.4688,0.27332
4480,3.4687,0.27395
4484,3.4686,0.27395
4488,3.4686,0.2746
4492,3.4687,0.2746
4496,3.4686,0.27522
4500,3.4687,0.27522
4504,3.4686,0.27587
4508,3.4685,0.27522
4512,3.4685,0.27522
4516,3.4687,0.27587
4520,3.4687,0.27587
4524,3.4687,0.27649
4528,3.4687,0.27649
4532,3.4686,0.27712
4536,3.4686,0.27712
4540,3.4686,0.27712
4544,3.4686,0.27777
4548,3.4687,0.27777
4552,3.4685,0.27777
4556,3.4685,0.27839
4560,3.4686,0.27839
4564,3.4687,0.27904
4568,3.4687,0.27839
4572,3.4687,0.27904
4576,3.4687,0.27904
4580,3.4686,0.27904
4584,3.4685,0.28029
4588,3.4686,0.28094
4592,3.4688,0.28029
4596,3.4688,0.28029
4600,3.4687,0.28094
4604,3.4686,0.28094
4608,3.4686,0.28094
4612,3.4686,0.28094
4616,3.4685,0.28156
4620,3.4686,0.28221
4624,3.4687,0.28156
4628,3.4686,0.28221
4632,3.4686,0.28221
4636,3.4687,0.28221
4640,3.4686,0.28283
4644,3.4686,0.28283
4648,3.4686,0.28283
4652,3.4685,0.28346
4656,3.4685,0.28283
4660,3.4685,0.28346
4664,3.4685,0.28346
4668,3.4686,0.28346
4672,3.4685,0.28411
4676,3.4686,0.28411
4680,3.4687,0.28473
4684,3.4686,0.28473
4688,3.4686,0.28473
4692,3.4686,0.28538
4696,3.4687,0.28538
4700,3.4686,0.28538
4704,3.4686,0.28538
4708,3.4687,0.28601
4712,3.4688,0.28601
4716,3.4688,0.28601
4720,3.4688,0.28663
4724,3.4687,0.28663
4728,3.4687,0.28663
4732,3.4689,0.28728
4736,3.4689,0.28663
4740,3.4688,0.28728
4744,3.4688,0.28728
4748,3.4687,0.28728
4752,3.4687,
4756,3.4688,
4760,3.4689,
4764,3.4689,
4768,3.469,
4772,3.4691,
4776,3.469,
4780,3.469,
4784,3.469,
4788,3.4691,
4792,3.4691,
4796,3.4691,
4800,3.4689,
4804,3.4691,
4808,3.469,
4812,3.469,
4816,3.4689,
4820,3.4689,
4824,3.4689,
4828,3.4689,
4832,3.4688,
4836,3.4688,
4840,3.4689,
4844,3.4688,
4848,3.4687,
4852,3.4689,
4856,3.4688,
4860,3.4688,
4864,3.4688,
4868,3.4687,
4872,3.4688,
4876,3.469,
4880,3.469,
4884,3.469,
4888,3.4689,
4892,3.4688,
4896,3.4688,
4900,3.4688,
4904,3.4689,
4908,3.4687,
4912,3.4688,
4916,3.4688,
4920,3.4687,
4924,3.4689,
4928,3.4687,
4932,3.4687,
4936,3.4688,
4940,3.4687,
4944,3.4686,
4948,3.4686,
4952,3.4686,
4956,3.4686,
4960,3.4686,
4964,3.4685,
4968,3.4684,
4972,3.4684,
4976,3.4685,
4980,3.4686,
4984,3.4687,
4988,3.4687,
4992,3.4686,
4996,3.4687,
5000,3.4686,
5004,3.4686,
5008,3.4686,
5012,3.4686,
5016,3.4685,
5020,3.4686,
5024,3.4686,
5028,3.4686,
5032,3.4686,
5036,3.4686,
5040,3.4684,
5044,3.4685,
5048,3.4685,
5052,3.4685,
5056,3.4684,
5060,3.4685,
5064,3.4686,
5068,3.4686,
5072,3.4686,
5076,3.4685,
5080,3.4686,
5084,3.4686,
5088,3.4686,
5092,3.4686,
5096,3.4687,
5100,3.4688,
5104,3.4687,
5108,3.4686,
5112,3.4685,
5116,3.4685,
5120,3.4687,
5124,3.4687,
5128,3.4688,
5132,3.4687,
5136,3.4687,
5140,3.4687,
5144,3.4688,
5148,3.4689,
5152,3.4689,
5156,3.4689,
5160,3.4689,
5164,3.469,
5168,3.4691,
5172,3.4689,
5176,3.4691,
5180,3.4689,
5184,3.4688,
5188,3.4689,
5192,3.4688,
5196,3.4687,
5200,3.4688,
5204,3.4689,
5208,3.4688,
5212,3.4688,
5216,3.4689,
5220,3.4689,
5224,3.469,
5228,3.4692,
5232,3.4691,
5236,3.469,
5240,3.469,
5244,3.4691,
5248,3.469,
5252,3.469,0.3063
5256,3.4689,0.30693
5260,3.4691,0.3063
5264,3.4692,0.30693
5268,3.4691,0.30693
5272,3.4689,0.30693
5276,3.469,0.30693
5280,3.4689,0.30693
5284,3.4689,0.30693
5288,3.469,0.30757
5292,3.4689,0.30693
5296,3.469,0.3082
5300,3.4689,0.30757
5304,3.4689,0.3082
5308,3.4689,0.3082
5312,3.469,0.3082
5316,3.469,0.3082
5320,3.469,0.30884
5324,3.4689,0.30884
5328,3.4689,0.30884
5332,3.4689,0.30884
5336,3.4689,0.30947
5340,3.4688,0.30884
5344,3.4687,0.30947
5348,3.4687,0.30947
5352,3.4687,0.30947
5356,3.4686,0.30947
5360,3.4687,0.30947
5364,3.4687,0.30947
5368,3.4687,0.30947
5372,3.4689,0.30947
5376,3.4689,0.30947
5380,3.4689,0.3101
5384,3.4687,0.3101
5388,3.4686,0.30947
5392,3.4686,0.31074
5396,3.4688,0.3101
5400,3.4688,0.31137
5404,3.4688,0.31137
5408,3.469,0.31074
5412,3.4689,0.31137
5416,3.4689,0.31074
5420,3.469,0.31074
5424,3.4689,0.31074
5428,3.4688,0.31074
5432,3.4688,0.31137
5436,3.4688,0.31137
5440,3.4688,0.31137
5444,3.4688,0.31137
5448,3.4687,0.31201
5452,3.4687,0.31201
5456,3.4687,0.31201
5460,3.4687,0.31201
5464,3.4687,0.31201
5468,3.4689,0.31201
5472,3.4688,0.31264
5476,3.4687,0.31264
5480,3.4687,0.31264
5484,3.4687,0.31264
5488,3.4687,0.31329
5492,3.4685,0.31329
5496,3.4686,0.31329
5500,3.4687,0.31329
5504,3.4687,0.31329
5508,3.4686,0.31391
5512,3.4687,0.31391
5516,3.4687,0.31329
5520,3.4686,0.31329
5524,3.4686,0.31329
5528,3.4686,0.31391
5532,3.4686,0.31454
5536,3.4685,0.31391
5540,3.4686,0.31454
5544,3.4686,0.31454
5548,3.4684,0.31391
5552,3.4685,0.31454
5556,3.4685,0.31454
5560,3.4685,0.31454
5564,3.4685,0.31518
5568,3.4686,0.31454
5572,3.4687,0.31518
5576,3.4687,0.31454
5580,3.4687,0.31454
5584,3.4687,0.31454
5588,3.4687,0.31518
5592,3.4688,0.31518
5596,3.4687,0.31518
5600,3.4687,0.31518
5604,3.4688,0.31518
5608,3.4686,0.31581
5612,3.4688,0.31581
5616,3.4688,0.31581
5620,3.4686,0.31581
5624,3.4687,0.31581
5628,3.4688,0.31518
5632,3.4688,0.31581
5636,3.4688,0.31581
5640,3.4688,0.31581
5644,3.4687,0.31581
5648,3.4689,0.31581
5652,3.4689,0.31646
5656,3.4689,0.31646
5660,3.4689,0.31646
5664,3.4689,0.31646
5668,3.469,0.31646
5672,3.4691,0.31646
5676,3.4691,0.31646
5680,3.469,0.31646
5684,3.4691,0.31646
5688,3.4691,0.31646
5692,3.469,0.31708
5696,3.469,0.31708
5700,3.4691,0.31708
5704,3.4692,0.31708
5708,3.4692,0.31771
5712,3.4692,0.31646
5716,3.469,0.31708
5720,3.4691,0.31771
5724,3.4692,0.31771
5728,3.4691,0.31771
5732,3.4692,0.3174
5736,3.4692,0.31708
5740,3.4691,0.31771
5744,3.4691,0.31771
5748,3.469,0.31835
5752,3.4689,0.31771
5756,3.469,0.31771
5760,3.4689,0.31898
5764,3.4689,0.31771
5768,3.469,0.31835
5772,3.4691,0.31835
5776,3.469,0.31898
5780,3.469,0.31898
5784,3.4689,0.31835
5788,3.4688,0.31835
5792,3.469,0.31835
5796,3.4688,0.31898
5800,3.4687,0.31898
5804,3.4688,0.31963
5808,3.4688,0.31963
5812,3.4687,0.31963
5816,3.4689,0.31963
5820,3.4688,0.31963
5824,3.4687,0.31898
5828,3.4687,0.32025
5832,3.4686,0.31963
5836,3.4685,0.31963
5840,3.4687,0.32025
5844,3.4687,0.32025
5848,3.4687,0.32025
5852,3.4688,0.32025
5856,3.4687,0.32025
5860,3.4687,0.31963
5864,3.4687,0.32025
5868,3.4688,0.32025
5872,3.4687,0.32025
5876,3.4687,0.32025
5880,3.4687,0.32025
5884,3.4687,0.32025
5888,3.4688,0.32088
5892,3.4689,0.32088
5896,3.4687,0.32088
5900,3.4687,0.32088
5904,3.4687,0.32088
5908,3.4687,0.32088
5912,3.4687,0.32088
5916,3.4687,0.32153
5920,3.4685,0.32088
5924,3.4687,0.32025
5928,3.4687,0.32088
5932,3.4685,0.32088
5936,3.4685,0.32153
5940,3.4685,0.32088
5944,3.4684,0.32153
5948,3.4684,0.32088
5952,3.4686,0.32153
5956,3.4687,0.32153
5960,3.4686,0.32215
5964,3.4686,0.32215
5968,3.4686,0.32153
5972,3.4685,0.32088
5976,3.4687,0.32153
5980,3.4687,0.32215
5984,3.4686,0.32153
5988,3.4684,0.32153
5992,3.4684,0.32215
5996,3.4686,0.32246
6000,3.4687,0.32215
6004,3.4688,0.32215
6008,3.4687,0.3228
6012,3.4685,0.32215
6016,3.4685,0.3228
6020,3.4685,0.3228
6024,3.4686,0.3228
6028,3.4685,0.32215
6032,3.4684,0.32215
6036,3.4684,0.3228
6040,3.4684,0.3228
6044,3.4685,0.3228
6048,3.4687,0.3228
6052,3.4686,0.3228
6056,3.4685,0.3228
6060,3.4685,0.32342
6064,3.4685,0.3228
6068,3.4684,0.3228
6072,3.4684,0.3228
6076,3.4684,0.32342
6080,3.4687,0.32342
6084,3.4687,0.3228
6088,3.4687,0.32342
6092,3.4688,0.32342
6096,3.4688,0.32342
6100,3.4688,0.32342
6104,3.4688,0.32342
6108,3.4688,0.32342
6112,3.4688,0.32342
6116,3.4689,0.32342
6120,3.4688,0.32405
6124,3.4687,0.32342
6128,3.4688,0.32342
6132,3.4689,0.32342
6136,3.4689,0.32405
6140,3.469,0.32405
6144,3.4691,0.32342
6148,3.4689,0.32405
6152,3.469,0.32405
6156,3.469,0.32405
6160,3.469,0.32374
6164,3.4688,0.32405
6168,3.4688,0.32405
6172,3.469,0.32405
6176,3.469,0.32405
6180,3.4689,0.32405
6184,3.4689,0.3247
6188,3.4689,0.3247
6192,3.469,0.32405
6196,3.469,0.32405
6200,3.4691,0.3247
6204,3.4692,0.32405
6208,3.4692,0.32438
6212,3.4691,0.32405
6216,3.4691,0.32405
6220,3.4691,0.3247
6224,3.469,0.3247
6228,3.4691,0.3247
6232,3.4691,0.3247
6236,3.4689,0.3247
6240,3.4688,0.32532
6244,3.4687,0.3247
6248,3.4688,0.3247
6252,3.4689,0.3247
6256,3.4689,0.3247
6260,3.4689,0.32532
6264,3.4687,0.3247
6268,3.4688,0.32532
6272,3.4689,0.32532
6276,3.469,0.32532
6280,3.4689,0.32597
6284,3.4687,0.32532
6288,3.4687,0.3247
6292,3.4688,0.32532
6296,3.4687,0.32532
6300,3.4687,0.32532
6304,3.4688,0.32597
6308,3.4688,0.32532
6312,3.4689,0.32597
6316,3.4687,0.32597
6320,3.4688,0.32532
6324,3.4687,0.32532
6328,3.4685,0.32532
6332,3.4685,0.32532
6336,3.4685,0.32597
6340,3.4686,0.32597
6344,3.4686,0.32597
6348,3.4687,0.32597
6352,3.4687,0.32597
6356,3.4686,0.32659
6360,3.4687,0.32597
6364,3.4687,0.32597
6368,3.4687,0.32597
6372,3.4688,0.32597
6376,3.4687,0.32597
6380,3.4686,0.32659
6384,3.4687,0.32597
6388,3.4686,0.32659
6392,3.4684,0.32659
6396,3.4686,0.32597
6400,3.4685,0.32659
6404,3.4686,0.32659
6408,3.4687,0.32659
6412,3.4687,0.32659
6416,3.4686,0.32659
6420,3.4685,0.32722
6424,3.4684,0.32722
6428,3.4686,0.32659
6432,3.4688,0.32597
6436,3.4687,0.32659
6440,3.4688,0.32659
6444,3.4688,0.32722
6448,3.4687,0.32691
6452,3.4686,0.32659
6456,3.4686,0.32659
6460,3.4685,0.32659
6464,3.4686,0.32659
6468,3.4686,0.32722
6472,3.4687,0.32691
6476,3.4687,0.32659
6480,3.4687,0.32659
6484,3.4686,0.32722
6488,3.4686,0.32722
6492,3.4687,0.32722
6496,3.4687,0.32659
6500,3.4687,0.32722
6504,3.4687,0.32722
6508,3.4689,0.32659
6512,3.4687,0.32659
6516,3.4687,0.32722
6520,3.4687,0.32722
6524,3.4687,0.32722
6528,3.4687,0.32722
6532,3.4688,0.32722
6536,3.4688,0.32722
6540,3.4688,0.32722
6544,3.4688,0.32722
6548,3.4687,0.32691
6552,3.4688,0.32722
6556,3.4688,0.32722
6560,3.4688,0.32722
6564,3.4688,0.32722
6568,3.469,0.32722
6572,3.4689,0.32722
6576,3.4689,0.32787
6580,3.4689,0.32787
6584,3.469,0.32787
6588,3.4691,0.32787
6592,3.4691,0.32722
6596,3.469,0.32722
6600,3.4691,0.32722
6604,3.4691,0.32787
6608,3.4691,0.32722
6612,3.4692,0.32787
6616,3.4692,0.32722
6620,3.4691,0.32722
6624,3.4692,0.32787
6628,3.4691,0.32787
6632,3.4691,0.32849
6636,3.4691,0.32787
6640,3.469,0.32787
6644,3.4689,0.32787
6648,3.4689,0.32787
6652,3.469,0.32849
6656,3.4689,0.32849
6660,3.469,0.32787
6664,3.4689,0.32787
6668,3.4689,0.32849
6672,3.4689,0.32849
6676,3.469,0.32849
6680,3.4689,0.32787
6684,3.4689,0.32849
6688,3.4689,0.32849
6692,3.4689,0.32849
6696,3.4689,0.32787
6700,3.469,0.32849
6704,3.4689,0.32881
6708,3.4689,0.32849
6712,3.4689,0.32914
6716,3.4688,0.32849
6720,3.4687,0.32849
6724,3.4687,0.32787
6728,3.4686,0.32818
6732,3.4687,0.32849
6736,3.4687,0.32849
6740,3.4688,0.32914
6744,3.4687,0.32849
6748,3.4687,0.32849
6752,3.4687,0.32849
6756,3.4687,0.32849
6760,3.4688,0.32914
6764,3.4687,0.32914
6768,3.4688,0.32849
6772,3.4688,0.32849
6776,3.4688,0.32849
6780,3.4688,0.32914
6784,3.4687,0.32849
6788,3.4687,0.32914
6792,3.4687,0.32849
6796,3.4687,0.32914
6800,3.4686,0.32914
6804,3.4686,0.32849
6808,3.4687,0.32849
6812,3.4687,0.32914
6816,3.4686,0.32914
6820,3.4685,0.32914
6824,3.4684,0.32914
6828,3.4686,0.32976
6832,3.4687,0.32976
6836,3.4686,0.32914
6840,3.4687,0.32914
6844,3.4688,0.32914
6848,3.4688,0.32914
6852,3.4686,0.32914
6856,3.4685,0.32976
6860,3.4687,0.32849
6864,3.4688,0.32914
6868,3.4687,0.32976
6872,3.4686,0.32976
6876,3.4685,0.32914
6880,3.4685,0.32914
6884,3.4685,0.32914
6888,3.4684,0.32914
6892,3.4685,0.32914
6896,3.4686,0.32976
6900,3.4685,0.32914
6904,3.4685,0.32976
6908,3.4685,0.32976
6912,3.4684,0.32976
6916,3.4684,0.32976
6920,3.4685,0.32976
6924,3.4685,0.32976
6928,3.4685,0.32976
6932,3.4685,0.32976
6936,3.4685,0.32976
6940,3.4685,0.32976
6944,3.4686,0.32976
6948,3.4686,0.32976
6952,3.4686,0.32976
6956,3.4685,0.32976
6960,3.4687,0.33039
6964,3.4688,0.32914
6968,3.4688,0.32976
6972,3.4686,0.32976
6976,3.4687,0.32976
6980,3.4687,0.32976
6984,3.4686,0.32976
6988,3.4685,0.32976
6992,3.4685,0.32914
6996,3.4685,0.33039
7000,3.4687,0.33039
7004,3.4688,0.33039
7008,3.4687,0.32976
7012,3.4689,0.33039
7016,3.4689,0.32976
7020,3.4689,0.32976
7024,3.469,0.33039
7028,3.4689,0.32976
7032,3.4691,0.32976
7036,3.4691,0.33039
7040,3.469,0.32976
7044,3.4689,0.32976
7048,3.4689,0.32976
7052,3.4691,0.33039
7056,3.4689,0.33039
7060,3.4689,0.32976
7064,3.469,0.33039
7068,3.4688,0.33039
7072,3.4687,0.33039
7076,3.4687,0.33008
7080,3.4687,0.33039
7084,3.4688,0.33039
7088,3.4688,0.33039
7092,3.4688,0.33039
7096,3.4689,0.33104
7100,3.4689,0.33039
7104,3.4689,0.33104
7108,3.4689,0.33104
7112,3.469,0.33104
7116,3.4689,0.33039
7120,3.4689,0.33039
7124,3.4689,0.33104
7128,3.4688,0.33104
7132,3.4689,0.33104
7136,3.469,0.33104
7140,3.469,0.33104
7144,3.4689,0.33039
7148,3.4688,0.33039
7152,3.4686,0.33104
7156,3.4687,0.33104
7160,3.4688,0.33104
7164,3.4688,0.33104
7168,3.4687,0.33072
7172,3.4687,0.33039
7176,3.4686,0.33104
7180,3.4687,0.33104
7184,3.4686,0.33039
7188,3.4686,0.33039
7192,3.4687,0.33104
7196,3.4688,0.33104
7200,3.4688,0.33104
7204,3.4688,0.33039
7208,3.4688,0.33104
7212,3.4687,0.33104
7216,3.4688,0.33104
7220,3.4689,0.33166
7224,3.4688,0.33104
7228,3.4687,0.33039
7232,3.4687,0.33104
7236,3.4687,0.33104
7240,3.4685,0.33104
7244,3.4687,0.33104
7248,3.4687,0.33166
7252,3.4687,0.33104
7256,3.4688,0.33039
7260,3.4688,0.33104
7264,3.4688,0.33104
7268,3.4689,0.33104
7272,3.4687,0.33104
7276,3.4686,0.33166
7280,3.4687,0.33104
7284,3.4686,0.33104
7288,3.4688,0.33104
7292,3.4689,0.33104
7296,3.4688,0.33104
7300,3.4687,0.33166
7304,3.4687,0.33104
7308,3.4686,0.33104
7312,3.4687,0.33166
7316,3.4687,0.33104
7320,3.4687,0.33104
7324,3.4687,0.33104
7328,3.4687,0.33166
7332,3.4686,0.33104
7336,3.4687,0.33104
7340,3.4688,0.33166
7344,3.4687,0.33104
7348,3.4686,0.33104
7352,3.4686,0.33231
7356,3.4684,0.33104
7360,3.4684,0.33166
7364,3.4684,0.33166
7368,3.4683,0.33104
7372,3.4684,0.33166
7376,3.4685,0.33231
7380,3.4684,0.33104
7384,3.4685,0.33166
7388,3.4685,0.33104
7392,3.4685,0.33104
7396,3.4687,0.33104
7400,3.4688,0.33104
7404,3.4687,0.33166
7408,3.4688,0.33166
7412,3.4688,0.33166
7416,3.4687,0.33166
7420,3.4687,0.33166
7424,3.4688,0.33104
7428,3.4687,0.33166
7432,3.4687,0.33166
7436,3.4686,0.33166
7440,3.4687,0.33166
7444,3.4687,0.33198
7448,3.4688,0.33104
7452,3.4688,0.33166
7456,3.4689,0.33166
7460,3.4689,0.33166
7464,3.4688,0.33166
7468,3.4689,0.33166
7472,3.4689,0.33166
7476,3.4688,0.33166
7480,3.469,0.33166
7484,3.469,0.33166
7488,3.469,0.33166
7492,3.4691,0.33166
7496,3.4691,0.33166
7500,3.469,0.33166
7504,3.469,0.33166
7508,3.469,0.33104
7512,3.469,0.33166
7516,3.469,0.33104
7520,3.4689,0.33104
7524,3.469,0.33166
7528,3.4689,0.33166
7532,3.469,0.33104
7536,3.4688,0.33166
7540,3.4688,0.33166
7544,3.4688,0.33166
7548,3.469,0.33166
7552,3.4689,0.33166
7556,3.4689,0.33231
7560,3.469,0.33166
7564,3.4692,0.33231
7568,3.4693,0.33104
7572,3.4692,0.33231
7576,3.4691,0.33104
7580,3.4692,0.33104
7584,3.4691,0.33231
7588,3.4689,0.33166
7592,3.4689,0.33166
7596,3.469,0.33166
7600,3.4689,0.33166
7604,3.4689,0.33166
7608,3.4688,0.33104
7612,3.4689,0.33231
7616,3.469,0.33166
7620,3.469,0.33166
7624,3.469,0.33166
7628,3.4689,0.33166
7632,3.4689,0.33166
7636,3.4689,0.33166
7640,3.469,0.33166
7644,3.469,0.33166
7648,3.4689,0.33166
7652,3.469,0.33166
7656,3.4688,0.33166
7660,3.4688,0.33166
7664,3.4689,0.33166
7668,3.4689,0.33231
7672,3.4688,0.33231
7676,3.4689,0.33231
7680,3.4688,0.33231
7684,3.4687,0.33166
7688,3.4687,0.33166
7692,3.4687,0.33231
7696,3.4686,0.33166
7700,3.4686,0.33293
7704,3.4688,0.33166
7708,3.4688,0.33231
7712,3.4689,0.33166
7716,3.4689,0.33166
7720,3.4688,0.33231
7724,3.4688,0.33166
7728,3.4688,0.33231
7732,3.4687,0.33166
7736,3.4688,0.33231
7740,3.4688,0.33231
7744,3.4687,0.33231
7748,3.4687,0.33231
7752,3.4687,0.33166
7756,3.4686,0.33231
7760,3.4687,0.33231
7764,3.4687,0.33231
7768,3.4687,0.33166
7772,3.4687,0.33231
7776,3.4686,0.33231
7780,3.4686,0.33231
7784,3.4686,0.33231
7788,3.4686,0.33166
7792,3.4685,0.33231
7796,3.4686,0.33231
7800,3.4686,0.33198
7804,3.4687,0.33231
7808,3.4688,0.33231
7812,3.4687,0.33231
7816,3.4686,0.33166
7820,3.4686,0.33231
7824,3.4687,0.33166
7828,3.4685,0.33166
7832,3.4686,0.33231
7836,3.4686,0.33231
7840,3.4685,0.33293
7844,3.4687,0.33231
7848,3.4688,0.33231
7852,3.4687,0.33166
7856,3.4686,0.33231
7860,3.4685,0.33231
7864,3.4686,0.33231
7868,3.4685,0.33231
7872,3.4685,0.33231
7876,3.4684,0.33231
7880,3.4687,0.33166
7884,3.4687,0.33293
7888,3.4687,0.33231
7892,3.4687,0.33231
7896,3.4686,0.33231
7900,3.4685,0.33231
7904,3.4688,0.33231
7908,3.4686,0.33166
7912,3.4685,0.33231
7916,3.4687,0.33166
7920,3.4687,0.33231
7924,3.4687,0.33166
7928,3.4687,0.33293
7932,3.4688,0.33231
7936,3.4688,0.33231
7940,3.469,0.33231
7944,3.4689,0.33231
7948,3.4688,0.33231
7952,3.4688,0.33166
7956,3.4688,0.33231
7960,3.4689,0.33231
7964,3.4688,0.33231
7968,3.469,0.33231
7972,3.4688,0.33166
7976,3.4688,0.33231
7980,3.4689,0.33231
7984,3.4688,0.33231
7988,3.4688,0.33231
7992,3.4689,0.33231
7996,3.469,0.33166
8000,3.469,0.33231
8004,3.4689,0.33231
8008,3.4689,0.33231
8012,3.469,0.33231
8016,3.4689,0.33262
8020,3.4689,0.33231
8024,3.4689,0.33231
8028,3.4691,0.33231
8032,3.469,0.33231
8036,3.4691,0.33231
8040,3.4692,0.33231
8044,3.4691,0.33293
8048,3.4692,0.33231
8052,3.4693,0.33231
8056,3.4693,0.33166
8060,3.469,0.33231
8064,3.4689,0.33231
8068,3.4689,0.33293
8072,3.469,0.33231
8076,3.4689,0.33231
8080,3.4688,0.33231
8084,3.4688,0.33166
8088,3.4689,0.33231
8092,3.4691,0.33293
8096,3.4691,0.33166
8100,3.469,0.33231
8104,3.4689,0.33231
8108,3.4689,0.33293
8112,3.4689,0.33231
8116,3.469,0.33231
8120,3.4689,0.33231
8124,3.4689,0.33293
8128,3.4689,0.33262
8132,3.4688,0.33231
8136,3.4688,0.33231
8140,3.4687,0.33231
8144,3.4687,0.33293
8148,3.4687,0.33231
8152,3.4687,0.33293
8156,3.4688,0.33231
8160,3.4687,0.33231
8164,3.4687,0.33231
8168,3.4688,0.33231
8172,3.4689,0.33231
8176,3.4688,0.33293
8180,3.4687,0.33166
8184,3.4687,0.33231
8188,3.4687,0.33293
8192,3.4687,0.33231
8196,3.4689,0.33231
8200,3.4688,0.33231
8204,3.4687,0.33231
8208,3.4688,0.33293
8212,3.4688,0.33231
8216,3.4688,0.33231
8220,3.4688,0.33231
8224,3.4686,0.33231
8228,3.4685,0.33293
8232,3.4685,0.33231
8236,3.4686,0.33231
8240,3.4686,0.33231
8244,3.4685,0.33231
8248,3.4685,0.33231
8252,3.4685,0.33231
8256,3.4685,0.33231
8260,3.4685,0.33231
8264,3.4685,0.33231
8268,3.4685,0.33231
8272,3.4686,0.33231
8276,3.4685,0.33231
8280,3.4686,0.33231
8284,3.4685,0.33231
8288,3.4685,0.33231
8292,3.4684,0.33231
8296,3.4685,0.33231
8300,3.4686,0.33293
8304,3.4687,0.33231
8308,3.4685,0.33293
8312,3.4685,0.33231
8316,3.4685,0.33231
8320,3.4685,0.33231
8324,3.4685,0.33231
8328,3.4687,0.33231
8332,3.4686,0.33293
8336,3.4686,0.33293
8340,3.4687,0.33231
8344,3.4687,0.33231
8348,3.4687,0.33231
8352,3.4688,0.33231
8356,3.4687,0.33231
8360,3.4686,0.33231
8364,3.4686,0.33293
8368,3.4685,0.33166
8372,3.4686,0.33293
8376,3.4687,0.33231
8380,3.4686,0.33231
8384,3.4688,0.33231
8388,3.4689,0.33231
8392,3.4688,0.33231
8396,3.4688,0.33166
8400,3.4689,0.33231
8404,3.4689,0.33166
8408,3.4687,0.33231
8412,3.4687,0.33231
8416,3.4688,0.33231
8420,3.4688,0.33231
8424,3.4689,0.33231
8428,3.4689,0.33231
8432,3.4689,0.33293
8436,3.469,0.33231
8440,3.4689,0.33231
8444,3.4688,0.33231
8448,3.469,0.33166
8452,3.469,0.33231
8456,3.469,0.33231
8460,3.469,0.33166
8464,3.469,0.33231
8468,3.4689,0.33231
8472,3.4689,0.33231
8476,3.469,0.33231
8480,3.4691,0.33231
8484,3.4691,0.33293
8488,3.4692,0.33231
8492,3.4691,0.33231
8496,3.469,0.33231
8500,3.4689,0.33231
8504,3.4688,0.33231
8508,3.469,0.33231
8512,3.4691,0.33231
8516,3.4688,0.33293
8520,3.4689,0.33231
8524,3.4691,0.33231
8528,3.4689,0.33231
8532,3.4689,0.33231
8536,3.469,0.33231
8540,3.469,0.33166
8544,3.469,0.33231
8548,3.4689,0.33231
8552,3.4688,0.33231
8556,3.4689,0.33231
8560,3.4688,0.33231
8564,3.4686,0.33231
8568,3.4687,0.33231
8572,3.4688,0.33231
8576,3.4686,0.33293
8580,3.4685,0.33231
8584,3.4686,0.33231
8588,3.4687,0.33293
8592,3.4686,0.33231
8596,3.4687,0.33231
8600,3.4685,0.33231
8604,3.4684,0.33293
8608,3.4686,0.33231
8612,3.4686,0.33231
8616,3.4687,0.33293
8620,3.4688,0.33231
8624,3.4688,0.33293
8628,3.4688,0.33231
8632,3.4689,0.33231
8636,3.4686,0.33231
8640,3.4688,0.33293
8644,3.4688,0.33231
8648,3.4687,0.33231
8652,3.4686,0.33231
8656,3.4687,0.33231
8660,3.4687,0.33231
8664,3.4687,0.33231
8668,3.4686,0.33231
8672,3.4685,0.33231
8676,3.4686,0.33231
8680,3.4686,0.33231
8684,3.4686,0.33231
8688,3.4686,0.33231
8692,3.4686,0.33231
8696,3.4686,0.33231
8700,3.4687,0.33293
8704,3.4688,0.33231
8708,3.4688,0.33293
8712,3.4688,0.33231
8716,3.4687,0.33293
8720,3.4685,0.33231
8724,3.4685,0.33293
8728,3.4686,0.33231
8732,3.4687,0.33231
8736,3.4688,0.33231
8740,3.4688,0.33231
8744,3.4686,0.33231
8748,3.4686,0.33231
8752,3.4686,0.33231
8756,3.4685,0.33231
8760,3.4686,0.33231
8764,3.4687,0.33166
8768,3.4687,0.33293
8772,3.4687,0.33231
8776,3.4688,0.33231
8780,3.4688,0.33231
8784,3.4686,0.33166
8788,3.4687,0.33231
8792,3.4688,0.33231
8796,3.4688,0.33231
8800,3.4687,0.33231
8804,3.4689,0.33231
8808,3.4689,0.33231
8812,3.4688,0.33231
8816,3.4688,0.33231
8820,3.4689,0.33231
