Messstellennummer,Stationsname,Gewaesser,Parameter,Datum/Uhrzeit,Wert,Einheit,Produkt
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 02:00,17.738,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 03:00,17.515,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 04:00,17.335,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 05:00,17.288,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 06:00,17.31,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 07:00,17.23,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 08:00,17.108,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 09:00,17.93,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 10:00,18.813,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 11:00,18.643,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 12:00,18.89,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 13:00,18.753,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 14:00,18.66,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 15:00,18.653,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 16:00,18.53,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 17:00,18.37,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 18:00,18.33,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 19:00,18.45,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 20:00,18.37,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 21:00,18.49,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 22:00,18.63,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 23:00,18.593,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 00:00,18.29,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 01:00,18.2,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 02:00,17.943,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 03:00,17.7,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 04:00,17.29,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 05:00,17.05,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 06:00,16.78,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 07:00,16.425,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 08:00,16.13,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 09:00,15.8,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 10:00,15.59,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 11:00,15.42,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 12:00,15.08,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 13:00,14.903,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 14:00,14.638,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 15:00,14.398,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 16:00,13.665,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 17:00,14.265,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 18:00,13.995,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 19:00,13.3,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 20:00,13.045,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 21:00,12.75,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 22:00,12.49,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,24.01.2021 23:00,12.293,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 00:00,12.06,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 01:00,12.043,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 02:00,11.935,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 03:00,11.898,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 04:00,11.74,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 05:00,11.605,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 06:00,11.418,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 07:00,11.403,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 08:00,11.343,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 09:00,11.275,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 10:00,11.2,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 11:00,11.08,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 12:00,11.028,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 13:00,11.028,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 14:00,10.81,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 15:00,10.653,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 16:00,10.66,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 17:00,10.518,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 18:00,10.443,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 19:00,10.465,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 20:00,10.368,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 21:00,10.293,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 22:00,10.188,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,25.01.2021 23:00,10.09,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 00:00,9.961,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 01:00,9.868,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 02:00,9.844,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 03:00,9.74,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 04:00,9.652,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 05:00,9.564,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 06:00,9.497,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 07:00,9.373,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 08:00,9.15,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 09:00,9.421,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 10:00,9.321,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 11:00,9.174,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 12:00,9.111,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 13:00,9.099,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 14:00,9.068,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 15:00,8.992,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 16:00,8.928,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 17:00,8.889,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 18:00,8.85,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 19:00,8.759,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 20:00,8.708,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 21:00,8.689,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 22:00,8.67,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,26.01.2021 23:00,8.583,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 00:00,8.501,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 01:00,8.408,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 02:00,8.358,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 03:00,8.301,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 04:00,8.226,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 05:00,8.175,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 06:00,8.103,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 07:00,7.986,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 08:00,7.891,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 09:00,7.949,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 10:00,7.967,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 11:00,7.874,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 12:00,8.026,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 13:00,7.923,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 14:00,7.967,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 15:00,7.904,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 16:00,7.873,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 17:00,7.823,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 18:00,7.748,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 19:00,7.754,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 20:00,7.748,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 21:00,7.69,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 22:00,7.671,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,27.01.2021 23:00,7.626,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 00:00,7.606,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 01:00,7.587,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 02:00,7.58,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 03:00,7.574,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 04:00,7.829,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 05:00,8.236,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 06:00,8.958,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 07:00,9.673,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 08:00,10.855,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 09:00,14.94,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 10:00,18.923,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 11:00,21.56,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 12:00,25.265,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 13:00,29.585,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 14:00,31.898,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 15:00,32.028,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 16:00,31.625,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 17:00,30.988,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 18:00,29.37,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 19:00,32.533,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 20:00,34.765,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 21:00,39.083,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 22:00,39.46,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,28.01.2021 23:00,41.9,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 00:00,44.293,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 01:00,45.863,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 02:00,46.155,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 03:00,45.995,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 04:00,49.308,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 05:00,53.438,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 06:00,54.275,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 07:00,55.228,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 08:00,58.453,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 09:00,60.8,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 10:00,59.95,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 11:00,59.7,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 12:00,57.633,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 13:00,61.875,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 14:00,64.355,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 15:00,65.145,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 16:00,66.8,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 17:00,69.46,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 18:00,68.4,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 19:00,68.068,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 20:00,66.8,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 21:00,68.16,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 22:00,63.57,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,29.01.2021 23:00,58.675,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 00:00,55.26,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 01:00,53.015,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 02:00,51.028,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 03:00,51.135,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 04:00,50.428,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 05:00,50.93,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 06:00,49.085,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 07:00,48.49,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 08:00,49.363,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 09:00,48.67,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 10:00,48.015,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 11:00,46.888,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 12:00,45.96,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 13:00,45.775,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 14:00,45.87,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 15:00,48.753,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 16:00,51.213,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 17:00,54.208,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 18:00,56.358,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 19:00,56.875,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 20:00,55.258,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 21:00,54.723,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 22:00,53.94,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,30.01.2021 23:00,53.648,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 00:00,51.278,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 01:00,49.375,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 02:00,47.76,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 03:00,47.028,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 04:00,46.89,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 05:00,45.78,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 06:00,44.508,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 07:00,43.495,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 08:00,42.96,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 09:00,42.673,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 10:00,41.228,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 11:00,41.38,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 12:00,41.118,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 13:00,40.1,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 14:00,39.84,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 15:00,39.62,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 16:00,38.813,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 17:00,38.795,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 18:00,38.61,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 19:00,37.72,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 20:00,36.985,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 21:00,36.288,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 22:00,35.4,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,31.01.2021 23:00,34.455,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 00:00,33.585,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 01:00,33.24,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 02:00,33,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 03:00,33.175,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 04:00,33.015,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 05:00,32.86,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 06:00,32.57,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 07:00,32.523,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 08:00,32.89,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 09:00,34.083,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 10:00,34.483,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 11:00,36.68,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 12:00,38.683,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 13:00,40.12,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 14:00,40.915,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 15:00,41.49,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 16:00,41.438,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 17:00,41.16,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 18:00,40.565,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 19:00,40.678,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 20:00,41.158,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 21:00,41.005,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 22:00,39.033,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,01.02.2021 23:00,38.638,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 00:00,37.905,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 01:00,38.833,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 02:00,37.498,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 03:00,37.833,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 04:00,37.633,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 05:00,36.958,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 06:00,36.22,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 07:00,35.66,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 08:00,36.325,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 09:00,35.88,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 10:00,35.74,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 11:00,35.62,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 12:00,36.4,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 13:00,36.673,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 14:00,37.473,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 15:00,38.328,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 16:00,38.173,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 17:00,37.693,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 18:00,39.54,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 19:00,39.96,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 20:00,40.2,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 21:00,38.655,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 22:00,37.07,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,02.02.2021 23:00,40.293,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,03.02.2021 00:00,38.863,m3/s,Stundenmittelwert
