Messstellennummer,Stationsname,Gewaesser,Parameter,Datum/Uhrzeit,Wert,Einheit,Produkt
61239,Ebnet Dreisam,Dreisam,Q,11.01.2021 20:00,2.508,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,11.01.2021 21:00,2.54,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,11.01.2021 22:00,2.528,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,11.01.2021 23:00,2.47,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 00:00,2.407,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 01:00,2.368,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 02:00,2.292,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 03:00,2.203,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 04:00,2.182,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 05:00,2.283,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 06:00,2.364,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 07:00,2.474,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 08:00,2.763,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 09:00,2.572,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 10:00,2.56,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 11:00,2.589,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 12:00,3.141,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 13:00,3.985,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 14:00,4.704,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 15:00,4.243,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 16:00,4.029,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 17:00,3.967,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 18:00,4.199,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 19:00,4.093,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 20:00,3.87,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 21:00,3.68,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 22:00,3.574,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,12.01.2021 23:00,3.55,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 00:00,3.622,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 01:00,3.663,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 02:00,3.618,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 03:00,3.522,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 04:00,3.406,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 05:00,3.3,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 06:00,3.207,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 07:00,3.14,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 08:00,3.1,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 09:00,3.04,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 10:00,2.991,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 11:00,2.992,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 12:00,2.987,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 13:00,2.97,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 14:00,2.958,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 15:00,2.983,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 16:00,2.953,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 17:00,2.949,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 18:00,3.302,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 19:00,3.86,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 20:00,4.425,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 21:00,4.902,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 22:00,5.41,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,13.01.2021 23:00,6.281,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 00:00,7.68,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 01:00,9.52,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 02:00,12.355,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 03:00,16.353,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 04:00,17.72,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 05:00,17.89,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 06:00,21.215,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 07:00,21.545,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 08:00,20.3,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 09:00,19.618,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 10:00,18.78,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 11:00,17.943,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 12:00,16.96,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 13:00,16.063,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 14:00,15.33,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 15:00,14.618,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 16:00,13.84,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 17:00,13.065,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 18:00,12.44,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 19:00,11.92,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 20:00,11.583,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 21:00,11.32,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 22:00,11.148,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,14.01.2021 23:00,11.073,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 00:00,10.938,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 01:00,10.78,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 02:00,10.638,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 03:00,10.525,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 04:00,10.315,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 05:00,10.233,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 06:00,10.128,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 07:00,10.006,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 08:00,9.758,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 09:00,9.911,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 10:00,9.91,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 11:00,9.686,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 12:00,9.558,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 13:00,9.452,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 14:00,9.354,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 15:00,9.302,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 16:00,9.149,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 17:00,9.024,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 18:00,8.87,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 19:00,8.824,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 20:00,8.792,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 21:00,8.664,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 22:00,8.526,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,15.01.2021 23:00,8.451,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 00:00,8.314,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 01:00,8.213,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 02:00,8.148,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 03:00,8.032,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 04:00,7.942,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 05:00,7.848,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 06:00,7.754,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 07:00,7.69,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 08:00,7.561,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 09:00,7.509,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 10:00,7.496,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 11:00,7.428,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 12:00,7.401,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 13:00,7.423,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 14:00,7.412,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 15:00,7.368,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 16:00,7.346,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 17:00,7.302,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 18:00,7.285,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 19:00,7.225,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 20:00,7.186,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 21:00,7.164,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 22:00,7.087,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,16.01.2021 23:00,7.115,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 00:00,7.126,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 01:00,7.109,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 02:00,7.109,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 03:00,7.098,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 04:00,7.082,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 05:00,7.06,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 06:00,7.027,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 07:00,6.994,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 08:00,6.939,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 09:00,6.9,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 10:00,6.829,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 11:00,6.829,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 12:00,6.791,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 13:00,6.785,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 14:00,6.738,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 15:00,6.718,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 16:00,6.78,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 17:00,6.68,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 18:00,6.659,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 19:00,6.633,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 20:00,6.585,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 21:00,6.569,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 22:00,6.542,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,17.01.2021 23:00,6.476,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 00:00,6.393,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 01:00,6.316,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 02:00,6.261,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 03:00,6.228,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 04:00,6.212,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 05:00,6.157,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 06:00,6.124,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 07:00,6.041,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 08:00,6.003,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 09:00,6.003,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 10:00,6.008,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 11:00,5.997,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 12:00,5.958,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 13:00,5.99,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 14:00,5.986,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 15:00,5.953,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 16:00,5.926,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 17:00,5.886,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 18:00,5.84,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 19:00,5.799,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 20:00,5.788,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 21:00,5.794,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,18.01.2021 22:00,5.736,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 06:00,5.546,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 07:00,5.512,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 08:00,5.456,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 09:00,5.213,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 10:00,5.153,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 11:00,5.143,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 12:00,5.235,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 13:00,5.162,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 14:00,5.113,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 15:00,5.189,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 16:00,5.201,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 17:00,5.14,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 18:00,5.218,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 19:00,5.072,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 20:00,5.158,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 21:00,5.122,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 22:00,5.063,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,19.01.2021 23:00,5.045,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 00:00,4.994,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 01:00,4.963,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 02:00,4.95,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 03:00,4.989,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 04:00,4.903,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 05:00,4.869,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 06:00,4.856,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 07:00,4.838,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 08:00,4.781,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 09:00,4.724,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 10:00,4.806,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 11:00,4.9,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 12:00,4.925,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 13:00,4.973,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 14:00,5.056,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 15:00,5.153,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 16:00,5.175,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 17:00,5.218,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 18:00,5.166,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 19:00,5.201,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 20:00,5.18,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 21:00,5.223,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 22:00,5.184,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,20.01.2021 23:00,5.188,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 00:00,5.18,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 01:00,5.162,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 02:00,5.193,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 03:00,5.196,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 04:00,5.269,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 05:00,5.265,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 06:00,5.286,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 07:00,5.38,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 08:00,5.427,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 09:00,5.58,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 10:00,5.807,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 11:00,6.08,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 12:00,6.431,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 13:00,6.87,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 14:00,7.45,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 15:00,8.089,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 16:00,8.408,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 17:00,8.967,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 18:00,8.824,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 19:00,9.38,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 20:00,9.466,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 21:00,9.571,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 22:00,9.712,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,21.01.2021 23:00,10.191,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 00:00,12.398,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 01:00,14.67,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 02:00,16.618,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 03:00,17.833,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 04:00,18.52,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 05:00,18.29,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 06:00,17.865,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 07:00,16.95,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 08:00,16.555,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 09:00,16.05,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 10:00,15.82,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 11:00,15.86,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 12:00,15.7,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 13:00,15.86,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 14:00,15.32,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 15:00,15.73,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 16:00,16.218,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 17:00,17.558,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 18:00,17.998,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 19:00,18.08,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 20:00,18.07,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 21:00,18.28,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 22:00,18.368,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,22.01.2021 23:00,17.77,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 00:00,17.885,m3/s,Stundenmittelwert
61239,Ebnet Dreisam,Dreisam,Q,23.01.2021 01:00,17.57,m3/s,Stundenmittelwert
