GW-Nummer;Messstelle;Datum;W [m ¸. NN]
0119/307-5;GWM 3661 Friedhof, Wiesental;01.04.2019 12:00;101.74
0119/307-5;GWM 3661 Friedhof, Wiesental;08.04.2019 12:00;101.75
0119/307-5;GWM 3661 Friedhof, Wiesental;15.04.2019 12:00;101.75
0119/307-5;GWM 3661 Friedhof, Wiesental;22.04.2019 12:00;101.73
0119/307-5;GWM 3661 Friedhof, Wiesental;29.04.2019 12:00;101.72
0119/307-5;GWM 3661 Friedhof, Wiesental;06.05.2019 12:00;101.71
0119/307-5;GWM 3661 Friedhof, Wiesental;13.05.2019 12:00;101.71
0119/307-5;GWM 3661 Friedhof, Wiesental;20.05.2019 12:00;101.7
0119/307-5;GWM 3661 Friedhof, Wiesental;27.05.2019 12:00;101.74
0119/307-5;GWM 3661 Friedhof, Wiesental;03.06.2019 12:00;101.73
0119/307-5;GWM 3661 Friedhof, Wiesental;10.06.2019 12:00;101.71
0119/307-5;GWM 3661 Friedhof, Wiesental;17.06.2019 12:00;101.72
0119/307-5;GWM 3661 Friedhof, Wiesental;24.06.2019 12:00;101.71
0119/307-5;GWM 3661 Friedhof, Wiesental;01.07.2019 12:00;101.68
0119/307-5;GWM 3661 Friedhof, Wiesental;08.07.2019 12:00;101.66
0119/307-5;GWM 3661 Friedhof, Wiesental;15.07.2019 12:00;101.66
0119/307-5;GWM 3661 Friedhof, Wiesental;22.07.2019 12:00;101.64
0119/307-5;GWM 3661 Friedhof, Wiesental;29.07.2019 12:00;101.62
0119/307-5;GWM 3661 Friedhof, Wiesental;05.08.2019 12:00;101.61
0119/307-5;GWM 3661 Friedhof, Wiesental;12.08.2019 12:00;101.6
0119/307-5;GWM 3661 Friedhof, Wiesental;19.08.2019 12:00;101.59
0119/307-5;GWM 3661 Friedhof, Wiesental;26.08.2019 12:00;101.58
0119/307-5;GWM 3661 Friedhof, Wiesental;02.09.2019 12:00;101.56
0119/307-5;GWM 3661 Friedhof, Wiesental;09.09.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;16.09.2019 12:00;101.54
0119/307-5;GWM 3661 Friedhof, Wiesental;23.09.2019 12:00;101.53
0119/307-5;GWM 3661 Friedhof, Wiesental;30.09.2019 12:00;101.53
0119/307-5;GWM 3661 Friedhof, Wiesental;07.10.2019 12:00;101.53
0119/307-5;GWM 3661 Friedhof, Wiesental;14.10.2019 12:00;101.54
0119/307-5;GWM 3661 Friedhof, Wiesental;21.10.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;28.10.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;04.11.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;11.11.2019 12:00;101.56
0119/307-5;GWM 3661 Friedhof, Wiesental;18.11.2019 12:00;101.56
0119/307-5;GWM 3661 Friedhof, Wiesental;25.11.2019 12:00;101.56
0119/307-5;GWM 3661 Friedhof, Wiesental;02.12.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;09.12.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;16.12.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;23.12.2019 12:00;101.55
0119/307-5;GWM 3661 Friedhof, Wiesental;30.12.2019 12:00;101.56
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;07.01.2019 12:00;93.56
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;14.01.2019 12:00;93.73
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;21.01.2019 12:00;93.63
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;28.01.2019 12:00;93.62
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;04.02.2019 12:00;93.54
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;11.02.2019 12:00;93.57
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;18.02.2019 12:00;93.56
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;25.02.2019 12:00;93.55
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;04.03.2019 12:00;93.63
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;11.03.2019 12:00;93.66
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;18.03.2019 12:00;93.7
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;25.03.2019 12:00;93.6
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;01.04.2019 12:00;93.57
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;08.04.2019 12:00;93.62
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;15.04.2019 12:00;93.57
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;22.04.2019 12:00;93.58
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;29.04.2019 12:00;93.59
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;06.05.2019 12:00;93.57
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;13.05.2019 12:00;93.6
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;20.05.2019 12:00;93.6
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;27.05.2019 12:00;93.72
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;03.06.2019 12:00;93.63
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;10.06.2019 12:00;93.64
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;17.06.2019 12:00;93.72
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;24.06.2019 12:00;93.68
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;01.07.2019 12:00;93.58
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;08.07.2019 12:00;93.54
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;15.07.2019 12:00;93.49
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;22.07.2019 12:00;93.43
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;29.07.2019 12:00;93.47
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;05.08.2019 12:00;93.43
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;12.08.2019 12:00;93.44
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;19.08.2019 12:00;93.41
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;26.08.2019 12:00;93.44
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;02.09.2019 12:00;93.36
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;09.09.2019 12:00;93.36
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;16.09.2019 12:00;93.32
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;23.09.2019 12:00;93.3
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;30.09.2019 12:00;93.32
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;07.10.2019 12:00;93.35
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;14.10.2019 12:00;93.41
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;21.10.2019 12:00;93.43
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;28.10.2019 12:00;93.37
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;04.11.2019 12:00;93.49
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;11.11.2019 12:00;93.47
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;18.11.2019 12:00;93.43
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;25.11.2019 12:00;93.42
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;02.12.2019 12:00;93.48
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;09.12.2019 12:00;93.47
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;16.12.2019 12:00;93.54
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;23.12.2019 12:00;93.56
0128/257-6;GWM 4 Tierpark 8/79, Rheinhausen;30.12.2019 12:00;93.57
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;07.01.2019 12:00;93.08
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;14.01.2019 12:00;93.24
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;21.01.2019 12:00;93.16
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;28.01.2019 12:00;93.16
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;04.02.2019 12:00;93.08
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;11.02.2019 12:00;93.12
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;18.02.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;25.02.2019 12:00;93.08
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;04.03.2019 12:00;93.16
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;11.03.2019 12:00;93.19
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;18.03.2019 12:00;93.23
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;25.03.2019 12:00;93.14
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;01.04.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;08.04.2019 12:00;93.14
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;15.04.2019 12:00;93.09
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;22.04.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;29.04.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;06.05.2019 12:00;93.08
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;13.05.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;20.05.2019 12:00;93.1
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;27.05.2019 12:00;93.2
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;03.06.2019 12:00;93.13
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;10.06.2019 12:00;93.14
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;17.06.2019 12:00;93.21
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;24.06.2019 12:00;93.18
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;01.07.2019 12:00;93.09
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;08.07.2019 12:00;93.06
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;15.07.2019 12:00;93.01
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;22.07.2019 12:00;92.96
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;29.07.2019 12:00;93
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;05.08.2019 12:00;92.96
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;12.08.2019 12:00;92.96
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;19.08.2019 12:00;92.94
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;26.08.2019 12:00;92.96
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;02.09.2019 12:00;92.9
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;09.09.2019 12:00;92.91
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;16.09.2019 12:00;92.87
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;23.09.2019 12:00;92.85
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;30.09.2019 12:00;92.88
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;07.10.2019 12:00;92.9
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;14.10.2019 12:00;92.94
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;21.10.2019 12:00;92.97
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;28.10.2019 12:00;92.91
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;04.11.2019 12:00;93.03
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;11.11.2019 12:00;92.99
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;18.11.2019 12:00;92.97
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;25.11.2019 12:00;92.95
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;02.12.2019 12:00;93.01
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;09.12.2019 12:00;93
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;16.12.2019 12:00;93.07
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;23.12.2019 12:00;93.08
0129/257-0;GWM 5 Tierpark 8/79, Rheinhausen;30.12.2019 12:00;93.08
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;07.01.2019 12:00;107.29
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;14.01.2019 12:00;107.44
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;21.01.2019 12:00;107.43
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;28.01.2019 12:00;107.35
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;04.02.2019 12:00;107.37
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;11.02.2019 12:00;107.37
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;18.02.2019 12:00;107.36
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;25.02.2019 12:00;107.33
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;04.03.2019 12:00;107.34
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;11.03.2019 12:00;107.4
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;18.03.2019 12:00;107.43
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;25.03.2019 12:00;107.43
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;01.04.2019 12:00;107.41
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;08.04.2019 12:00;107.39
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;15.04.2019 12:00;107.36
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;22.04.2019 12:00;107.36
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;29.04.2019 12:00;107.33
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;06.05.2019 12:00;107.3
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;13.05.2019 12:00;107.24
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;20.05.2019 12:00;107.3
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;27.05.2019 12:00;107.4
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;03.06.2019 12:00;107.36
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;10.06.2019 12:00;107.37
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;17.06.2019 12:00;107.44
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;24.06.2019 12:00;107.39
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;01.07.2019 12:00;107.34
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;08.07.2019 12:00;107.28
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;15.07.2019 12:00;107.36
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;22.07.2019 12:00;107.27
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;29.07.2019 12:00;107.55
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;05.08.2019 12:00;107.37
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;12.08.2019 12:00;107.32
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;19.08.2019 12:00;107.3
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;26.08.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;02.09.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;16.09.2019 12:00;107.08
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;23.09.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;30.09.2019 12:00;107.13
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;07.10.2019 12:00;107.2
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;14.10.2019 12:00;107.24
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;21.10.2019 12:00;107.26
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;28.10.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;04.11.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;11.11.2019 12:00;107.31
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;18.11.2019 12:00;107.26
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;25.11.2019 12:00;107.25
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;02.12.2019 12:00;107.23
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;09.12.2019 12:00;107.24
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;16.12.2019 12:00;107.3
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;23.12.2019 12:00;107.28
0110/308-6;SBR 410 Vorkl‰rbecken, Bruchsal;30.12.2019 12:00;107.35
